Year,Anomaly
1966-11,0.01
1966-12,0.01
1967-01,-0.11
1967-02,-0.15
1967-03,0.05
1967-04,0
1967-05,0.21
1967-06,0.02
1967-07,-0.02
1967-08,0.09
1967-09,-0.04
1967-10,0.12
1967-11,-0.04
1967-12,0.04
1968-01,-0.18
1968-02,-0.1
1968-03,0.17
1968-04,-0.04
1968-05,-0.17
1968-06,-0.13
1968-07,-0.05
1968-08,-0.03
1968-09,-0.11
1968-10,0.04
1968-11,-0.05
1968-12,-0.07
1969-01,-0.08
1969-02,-0.11
1969-03,0.08
1969-04,0.11
1969-05,0.18
1969-06,0
1969-07,0.1
1969-08,0.1
1969-09,0.14
1969-10,0.1
1969-11,0.15
1969-12,0.32
1970-01,0.15
1970-02,0.21
1970-03,0.07
1970-04,0.09
1970-05,0.05
1970-06,0.05
1970-07,0.03
1970-08,0.03
1970-09,0.06
1970-10,-0.03
1970-11,0.04
1970-12,-0.1
1971-01,-0.02
1971-02,-0.15
1971-03,-0.09
1971-04,-0.09
1971-05,-0.03
1971-06,-0.06
1971-07,0
1971-08,-0.02
1971-09,0.01
1971-10,-0.07
1971-11,-0.05
1971-12,-0.05
1972-01,-0.24
1972-02,-0.16
1972-03,0.06
1972-04,0.05
1972-05,0.01
1972-06,0.08
1972-07,0.06
1972-08,0.09
1972-09,0.03
1972-10,0.12
1972-11,0.06
1972-12,0.14
1973-01,0.34
1973-02,0.38
1973-03,0.35
1973-04,0.28
1973-05,0.24
1973-06,0.25
1973-07,0.15
1973-08,0.13
1973-09,0.11
1973-10,0.06
1973-11,0.02
1973-12,0.05
1974-01,-0.08
1974-02,-0.24
1974-03,-0.01
1974-04,-0.06
1974-05,-0.02
1974-06,-0.05
1974-07,0.04
1974-08,0.05
1974-09,-0.02
1974-10,-0.06
1974-11,-0.09
1974-12,-0.06
1975-01,0.06
1975-02,0.08
1975-03,0.11
1975-04,0.11
1975-05,0.08
1975-06,0.06
1975-07,0.04
1975-08,-0.02
1975-09,0.04
1975-10,-0.12
1975-11,-0.17
1975-12,-0.1
1976-01,-0.01
1976-02,-0.08
1976-03,-0.13
1976-04,0.04
1976-05,-0.11
1976-06,-0.05
1976-07,-0.03
1976-08,0.01
1976-09,0.03
1976-10,-0.16
1976-11,-0.03
1976-12,0.12
1977-01,0.2
1977-02,0.22
1977-03,0.25
1977-04,0.28
1977-05,0.28
1977-06,0.26
1977-07,0.18
1977-08,0.16
1977-09,0.2
1977-10,0.12
1977-11,0.23
1977-12,0.11
1978-01,0.15
1978-02,0.15
1978-03,0.23
1978-04,0.14
1978-05,0.1
1978-06,0.05
1978-07,0.06
1978-08,0
1978-09,0.1
1978-10,0.07
1978-11,0.21
1978-12,0.12
1979-01,0.14
1979-02,-0.06
1979-03,0.2
1979-04,0.1
1979-05,0.18
1979-06,0.23
1979-07,0.23
1979-08,0.25
1979-09,0.28
1979-10,0.31
1979-11,0.31
1979-12,0.5
1980-01,0.35
1980-02,0.43
1980-03,0.32
1980-04,0.33
1980-05,0.38
1980-06,0.28
1980-07,0.27
1980-08,0.22
1980-09,0.2
1980-10,0.2
1980-11,0.27
1980-12,0.23
1981-01,0.55
1981-02,0.43
1981-03,0.45
1981-04,0.38
1981-05,0.31
1981-06,0.34
1981-07,0.27
1981-08,0.26
1981-09,0.23
1981-10,0.25
1981-11,0.31
1981-12,0.45
1982-01,0.11
1982-02,0.21
1982-03,0.12
1982-04,0.21
1982-05,0.18
1982-06,0.16
1982-07,0.18
1982-08,0.15
1982-09,0.23
1982-10,0.18
1982-11,0.13
1982-12,0.41
1983-01,0.51
1983-02,0.46
1983-03,0.44
1983-04,0.25
1983-05,0.29
1983-06,0.31
1983-07,0.31
1983-08,0.36
1983-09,0.34
1983-10,0.23
1983-11,0.37
1983-12,0.27
1984-01,0.31
1984-02,0.22
1984-03,0.28
1984-04,0.13
1984-05,0.32
1984-06,0.17
1984-07,0.16
1984-08,0.19
1984-09,0.2
1984-10,0.2
1984-11,0.11
1984-12,0.06
1985-01,0.29
1985-02,0.08
1985-03,0.25
1985-04,0.12
1985-05,0.22
1985-06,0.16
1985-07,0.1
1985-08,0.15
1985-09,0.16
1985-10,0.16
1985-11,0.14
1985-12,0.17
1986-01,0.23
1986-02,0.38
1986-03,0.33
1986-04,0.27
1986-05,0.35
1986-06,0.22
1986-07,0.13
1986-08,0.15
1986-09,0.04
1986-10,0.18
1986-11,0.13
1986-12,0.17
1987-01,0.3
1987-02,0.36
1987-03,0.15
1987-04,0.21
1987-05,0.33
1987-06,0.4
1987-07,0.46
1987-08,0.34
1987-09,0.4
1987-10,0.35
1987-11,0.26
1987-12,0.48
1988-01,0.54
1988-02,0.46
1988-03,0.46
1988-04,0.46
1988-05,0.48
1988-06,0.41
1988-07,0.39
1988-08,0.51
1988-09,0.41
1988-10,0.4
1988-11,0.16
1988-12,0.32
1989-01,0.12
1989-02,0.33
1989-03,0.36
1989-04,0.4
1989-05,0.24
1989-06,0.1
1989-07,0.33
1989-08,0.32
1989-09,0.4
1989-10,0.35
1989-11,0.19
1989-12,0.4
1990-01,0.4
1990-02,0.38
1990-03,0.78
1990-04,0.62
1990-05,0.51
1990-06,0.42
1990-07,0.36
1990-08,0.38
1990-09,0.3
1990-10,0.41
1990-11,0.42
1990-12,0.41
1991-01,0.42
1991-02,0.52
1991-03,0.38
1991-04,0.59
1991-05,0.44
1991-06,0.56
1991-07,0.41
1991-08,0.37
1991-09,0.39
1991-10,0.33
1991-11,0.31
1991-12,0.32
1992-01,0.44
1992-02,0.42
1992-03,0.46
1992-04,0.24
1992-05,0.37
1992-06,0.28
1992-07,0.13
1992-08,0.11
1992-09,0.06
1992-10,0.02
1992-11,0.05
1992-12,0.22
1993-01,0.34
1993-02,0.39
1993-03,0.38
1993-04,0.36
1993-05,0.31
1993-06,0.32
1993-07,0.31
1993-08,0.11
1993-09,0.21
1993-10,0.22
1993-11,0.1
1993-12,0.18
1994-01,0.22
1994-02,0.06
1994-03,0.3
1994-04,0.41
1994-05,0.32
1994-06,0.43
1994-07,0.32
1994-08,0.26
1994-09,0.27
1994-10,0.45
1994-11,0.42
1994-12,0.4
1995-01,0.55
1995-02,0.77
1995-03,0.49
1995-04,0.51
1995-05,0.32
1995-06,0.5
1995-07,0.44
1995-08,0.5
1995-09,0.44
1995-10,0.44
1995-11,0.48
1995-12,0.32
1996-01,0.28
1996-02,0.49
1996-03,0.37
1996-04,0.37
1996-05,0.34
1996-06,0.37
1996-07,0.35
1996-08,0.44
1996-09,0.27
1996-10,0.17
1996-11,0.44
1996-12,0.38
1997-01,0.3
1997-02,0.39
1997-03,0.52
1997-04,0.41
1997-05,0.42
1997-06,0.57
1997-07,0.42
1997-08,0.47
1997-09,0.59
1997-10,0.68
1997-11,0.65
1997-12,0.59
1998-01,0.58
1998-02,0.83
1998-03,0.68
1998-04,0.7
1998-05,0.69
1998-06,0.76
1998-07,0.7
1998-08,0.68
1998-09,0.48
1998-10,0.44
1998-11,0.45
1998-12,0.59
1999-01,0.49
1999-02,0.63
1999-03,0.39
1999-04,0.37
1999-05,0.34
1999-06,0.38
1999-07,0.41
1999-08,0.33
1999-09,0.46
1999-10,0.37
1999-11,0.38
1999-12,0.47
2000-01,0.34
2000-02,0.57
2000-03,0.59
2000-04,0.61
2000-05,0.39
2000-06,0.37
2000-07,0.41
2000-08,0.46
2000-09,0.43
2000-10,0.33
2000-11,0.33
2000-12,0.31
2001-01,0.44
2001-02,0.46
2001-03,0.57
2001-04,0.56
2001-05,0.58
2001-06,0.55
2001-07,0.62
2001-08,0.48
2001-09,0.58
2001-10,0.47
2001-11,0.71
2001-12,0.63
2002-01,0.68
2002-02,0.7
2002-03,0.86
2002-04,0.56
2002-05,0.66
2002-06,0.54
2002-07,0.59
2002-08,0.53
2002-09,0.66
2002-10,0.56
2002-11,0.62
2002-12,0.5
2003-01,0.71
2003-02,0.57
2003-03,0.61
2003-04,0.61
2003-05,0.64
2003-06,0.52
2003-07,0.6
2003-08,0.6
2003-09,0.66
2003-10,0.77
2003-11,0.55
2003-12,0.75
2004-01,0.58
2004-02,0.67
2004-03,0.66
2004-04,0.66
2004-05,0.43
2004-06,0.48
2004-07,0.32
2004-08,0.44
2004-09,0.52
2004-10,0.61
2004-11,0.72
2004-12,0.49
2005-01,0.75
2005-02,0.62
2005-03,0.77
2005-04,0.7
2005-05,0.7
2005-06,0.67
2005-07,0.66
2005-08,0.59
2005-09,0.73
2005-10,0.75
2005-11,0.78
2005-12,0.74
2006-01,0.63
2006-02,0.81
2006-03,0.67
2006-04,0.53
2006-05,0.52
2006-06,0.66
2006-07,0.55
2006-08,0.72
2006-09,0.69
2006-10,0.68
2006-11,0.72
2006-12,0.78
2007-01,0.94
2007-02,0.73
2007-03,0.69
2007-04,0.81
2007-05,0.66
2007-06,0.58
2007-07,0.59
2007-08,0.58
2007-09,0.61
2007-10,0.61
2007-11,0.58
2007-12,0.52
2008-01,0.29
2008-02,0.35
2008-03,0.74
2008-04,0.52
2008-05,0.52
2008-06,0.51
2008-07,0.57
2008-08,0.48
2008-09,0.63
2008-10,0.7
2008-11,0.71
2008-12,0.57
2009-01,0.67
2009-02,0.52
2009-03,0.54
2009-04,0.59
2009-05,0.62
2009-06,0.64
2009-07,0.72
2009-08,0.71
2009-09,0.74
2009-10,0.69
2009-11,0.81
2009-12,0.7
2010-01,0.75
2010-02,0.83
2010-03,0.9
2010-04,0.89
2010-05,0.79
2010-06,0.71
2010-07,0.66
2010-08,0.67
2010-09,0.62
2010-10,0.68
2010-11,0.79
2010-12,0.52
2011-01,0.56
2011-02,0.51
2011-03,0.68
2011-04,0.65
2011-05,0.56
2011-06,0.63
2011-07,0.72
2011-08,0.7
2011-09,0.61
2011-10,0.71
2011-11,0.6
2011-12,0.61
2012-01,0.48
2012-02,0.54
2012-03,0.55
2012-04,0.75
2012-05,0.75
2012-06,0.67
2012-07,0.64
2012-08,0.65
2012-09,0.75
2012-10,0.79
2012-11,0.8
2012-12,0.56
2013-01,0.7
2013-02,0.62
2013-03,0.68
2013-04,0.58
2013-05,0.67
2013-06,0.68
2013-07,0.61
2013-08,0.7
2013-09,0.77
2013-10,0.68
2013-11,0.81
2013-12,0.72
2014-01,0.75
2014-02,0.57
2014-03,0.82
2014-04,0.85
2014-05,0.87
2014-06,0.73
2014-07,0.62
2014-08,0.83
2014-09,0.87
2014-10,0.82
2014-11,0.69
2014-12,0.79
2015-01,0.82
2015-02,0.89
2015-03,0.97
2015-04,0.81
2015-05,0.82
2015-06,0.88
2015-07,0.77
2015-08,0.83
2015-09,0.91
2015-10,1.11
2015-11,1.06
2015-12,1.14
2016-01,1.23
2016-02,1.34
2016-03,1.35
2016-04,1.15
2016-05,1
2016-06,0.84
2016-07,0.86
2016-08,0.96
2016-09,0.92
2016-10,0.89
2016-11,0.95
2016-12,0.9
2017-01,1.06
2017-02,1.12
2017-03,1.18
2017-04,0.98
2017-05,0.91
2017-06,0.77
2017-07,0.83
2017-08,0.89
2017-09,0.84
2017-10,0.92
2017-11,0.92
2017-12,0.99
2018-01,0.83
2018-02,0.89
2018-03,0.93
2018-04,0.9
2018-05,0.82
2018-06,0.76
2018-07,0.8
2018-08,0.75
2018-09,0.81
2018-10,1.06
2018-11,0.84
2018-12,0.93
2019-01,0.92
2019-02,0.92
2019-03,1.16
2019-04,1.03
2019-05,0.9
2019-06,0.91
2019-07,0.91
2019-08,0.91
2019-09,0.97
2019-10,1.01
2019-11,0.99
2019-12,1.1
2020-01,1.14
2020-02,1.2
2020-03,1.16
2020-04,1.14
2020-05,1
2020-06,0.93
2020-07,0.91
2020-08,0.9
2020-09,0.98
2020-10,0.91
2020-11,1.06
2020-12,0.84
2021-01,0.84
2021-02,0.66
2021-03,0.89
2021-04,0.8
2021-05,0.81
2021-06,0.86
2021-07,0.92
2021-08,0.84
2021-09,0.92
2021-10,1
2021-11,0.95
2021-12,0.87
2022-01,0.93
2022-02,0.92
2022-03,1.11
2022-04,0.9
2022-05,0.86
2022-06,0.9
2022-07,0.89
2022-08,0.93
2022-09,0.9
2022-10,0.97
2022-11,0.75
2022-12,0.84
2023-01,0.88
2023-02,1.01
2023-03,1.24
2023-04,0.98
2023-05,0.96
2023-06,1.07
2023-07,1.13
2023-08,1.25
